numero_simulacion,conductividad_Sm,cumple_agua
214,0.3954478128264495,True
215,0.15378268883991358,True
216,0.42234230512331683,True
217,0.03939369636560705,True
218,0.17339534831499778,True
219,0.11125911304272414,True
220,0.25306853484658065,True
221,0.8112646416683772,True
222,-0.234216298147937,False
223,0.40416504759362837,True
224,-0.1705789677974129,False
225,0.11461703355264163,True
226,0.5048376492418415,True
227,0.2486700047738657,True
228,-0.03683619448232653,False
229,0.053774072685007945,True
230,0.402499437233669,True
231,0.05000834207071583,True
232,0.28671464739549374,True
233,0.24399295997595344,True
234,0.06969991309854573,True
235,0.7685860223313314,True
236,0.3910797555795028,True
237,-0.27368564666440176,False
238,0.2792135786923569,True
239,0.067153383807903,True
240,0.445708333699056,True
241,0.03446981539182484,True
242,0.20391588963327525,True
243,0.3588468197451143,True
244,0.44903879854253037,True
245,-0.06747410176394406,False
246,0.1489746910397629,True
247,0.11386367220976096,True
248,0.06926769185657203,True
249,0.6739635600702742,True
250,0.3338454277402389,True
251,-0.0826209885837613,False
252,0.462065486763694,True
253,0.7631390492531583,True
254,0.4907163151377867,True
255,-0.14724249148850335,False
256,0.11154148178343716,True
257,0.5493277872966557,True
258,0.055682633595304815,True
259,0.3435548570365571,True
260,0.4262585133573342,True
261,0.0008673821054792641,False
262,0.21771866098454998,True
263,-0.5777168350172681,False
264,-0.023496910333572457,False
265,0.16945796215170994,True
266,-0.07934579549121237,False
267,0.6407028259829088,True
268,-0.12493534449015817,False
269,0.12258887832575406,True
270,0.26528514432152284,True
271,0.5929183222665289,True
272,-0.12636553779485984,False
273,0.5233909380387399,True
274,0.23515826525489678,True
275,-0.012777162761987731,False
276,0.3481258685658177,True
277,0.28236492389336754,True
278,0.08254578071030133,True
279,0.2500505212475047,True
280,0.13627160078455997,True
281,0.260979336312812,True
282,0.39813266863026164,True
283,0.629104204036338,True
284,-0.07685387470671226,False
285,0.7658583436640667,True
286,-0.2554219498806255,False
287,0.19465372624110416,True
288,0.37967930162114416,True
289,0.30284796693375815,True
290,0.07692512004485155,True
291,0.1805694374106812,True
292,0.1093497663352918,True
293,0.08525881076394712,True
294,0.44500052425525616,True
295,0.3218538714912618,True
296,0.05937260118483645,True
297,0.4574999688583127,True
298,0.3094248802191523,True
299,0.43581552970974,True
300,0.39000721048090303,True
301,0.02535124726948193,True
302,0.09255473995075761,True
303,0.41942340128081546,True
304,0.3851925663583662,True
305,0.22737460150896296,True
306,0.2619318458271955,True
307,0.5520162239471063,True
308,0.08470715279104252,True
309,0.36937434529250945,True
310,0.1820518368915265,True
311,0.17817969919319493,True
312,0.5072942129967976,True
313,0.43895408724700746,True
314,0.43597740900015963,True
315,0.5589697017885823,True
316,0.23785096040818976,True
317,0.403088242823741,True
318,0.155033310851636,True
319,0.3136415881221105,True
320,0.20006423640807885,True
321,0.25684899124817956,True
322,0.3813892563592284,True
323,0.02804482919163187,True
324,0.7556968189213651,True
325,-0.018904345374925496,False
326,-0.07094715319693304,False
327,0.5221277183750169,True
328,0.43051567349073394,True
329,0.3886299542630388,True
330,0.38968637731607,True
331,0.22953830678827133,True
332,0.008286407128542117,False
333,0.25155113954843156,True
334,0.06330957212197208,True
335,0.4763799333544378,True
336,0.19583565462446534,True
337,0.026225700801872115,True
338,0.15225353958675164,True
339,0.33583286356890607,True
340,0.09166886179900632,True
341,0.02704490110839214,True
342,0.2935218028729781,True
343,0.2938416427771807,True
344,0.10586420615721756,True
345,0.11484042359541931,True
346,0.29061248433940906,True
347,-0.12942108537433103,False
348,-0.1192659435941388,False
349,0.052988944686891,True
350,0.1792382120720382,True
351,0.31032689139950115,True
352,0.601439054237388,True
353,0.44701490580050485,True
354,0.1926153675091432,True
355,0.22784594802432778,True
356,-0.01803234115945221,False
357,0.22797171600190252,True
358,0.16043534026996542,True
359,0.31327964008452236,True
360,0.02579226411191926,True
361,0.3624366285602931,True
362,0.6157847282506445,True
363,0.2054099628857856,True
364,0.33302793052473534,True
365,0.4051359979277781,True
366,0.13229488202854095,True
367,0.2886231204526042,True
368,0.23574810019544873,True
369,0.25701902463720794,True
370,0.03934755403613338,True
371,0.2387275435647357,True
372,0.35709957281136245,True
373,0.5953859019487604,True
374,0.4724177065213017,True
375,0.7708956143778891,True
376,0.040763109277987625,True
377,0.45068015918016957,True
378,0.27843550143458795,True
379,0.7800507333044181,True
380,0.030525428661212134,True
381,0.022669539454805987,True
382,0.08275183863899446,True
383,-0.2983739310774517,False
384,0.10116124457980974,True
385,0.04281683461157551,True
386,0.2701984466190519,True
387,0.31803899394428986,True
388,0.7016427098039716,True
389,0.47020595954651256,True
390,0.08837408608439923,True
391,0.007996332162910513,False
392,0.35557979287662644,True
393,-0.09745830175516054,False
394,0.6904646914635885,True
395,0.5274600301803217,True
396,0.1153060869738238,True
397,-0.19568363227271937,False
398,0.5710680935413532,True
399,0.20396503868684554,True
400,0.5420540779933655,True
401,-0.16600691469859177,False
402,0.08275624426155678,True
403,0.2339109249295458,True
404,0.24434514844118552,True
405,0.12008363213018909,True
406,0.3883124830868747,True
407,-0.034305107345648594,False
408,0.19700512874467663,True
409,0.26267390792797474,True
410,0.36120970851468726,True
411,0.4105037195222224,True
412,-0.048560522959467306,False
413,-0.15092854268390557,False
414,0.5520192054746272,True
415,0.3156785029948979,True
416,0.0454783658608616,True
417,0.6203879938806307,True
418,0.26151865857321466,True
419,0.5274242960159566,True
420,0.24947962035252724,True
421,0.7477869812204968,True
422,0.6714352106108011,True
423,0.1703589628802316,True
424,0.47549273773858886,True
425,0.3939439873962869,True
426,0.5747578893830871,True
427,-0.008630865145026118,False
428,0.40411286499960986,True
429,0.497206121712397,True
430,-0.20708487160577857,False
431,-0.06321462816644377,False
432,-0.2772080444400251,False
433,0.16524829138886055,True
434,0.41198556394899055,True
435,0.608189263024007,True
436,0.2511236951049438,True
437,0.6397538863928229,True
438,-0.11242536455372285,False
439,-0.19324560983878866,False
440,0.2187130752758453,True
441,0.3286163622348268,True
442,0.22442631297647672,True
443,-0.2842605250099691,False
444,0.2103199901218029,True
445,-0.0935173751262133,False
446,0.4000181372075096,True
447,0.3242495615242121,True
448,-0.002369946581838811,False
449,0.10413327066582662,True
450,-0.03220338047223789,False
451,0.21693022568170703,True
452,0.47138558012530957,True
453,-0.01383151158388593,False
454,0.3586116288794611,True
455,0.1000355954068898,True
456,0.03438179193441396,True
457,0.20584241001136055,True
458,-0.02621058060484352,False
459,0.09418767366320449,True
460,-0.06686947314721212,False
461,0.7237812832290973,True
462,0.24141588799293215,True
463,0.0576686230018536,True
464,0.2860949776835555,True
465,0.20451798757729256,True
466,0.17735760011669427,True
467,0.3861416750108563,True
468,0.42197692751182625,True
469,0.09997471309736813,True
470,0.08864543983883,True
471,0.163837075712089,True
472,-0.3428802911838962,False
473,-0.14619776554963806,False
474,0.5743185668611311,True
475,0.643841928375321,True
476,0.17034099011090542,True
477,0.3767392407639416,True
478,0.310412538635884,True
479,1.0023202021138093,True
480,0.5124937278586442,True
481,0.20062060212980837,True
482,-0.006285110150106438,False
483,-0.16901158006439312,False
484,0.2834659089668058,True
485,0.043512313678924164,True
486,-0.12296342739941854,False
487,0.07095677893936836,True
488,-0.03778700090359874,False
489,0.6543854087681412,True
490,0.45300993923736266,True
491,0.23060683967084566,True
492,0.6025860347225065,True
493,0.25194207691190457,True
494,0.017278949667934085,True
495,0.6133810193174143,True
496,0.36732751092116467,True
497,-0.026711538581614097,False
498,0.18501533047909796,True
499,0.013695436653810705,True
500,-0.11309993274108401,False
501,0.4641443868829104,True
502,0.7099541601175327,True
503,-0.1170418934547853,False
504,0.3733423091726427,True
505,0.06993935771954327,True
506,0.11081865405882599,True
507,0.08450151894028271,True
508,0.016602307580045994,True
509,0.24473040698620674,True
510,0.024862470897240557,True
511,0.3002142064449597,True
512,0.22004047263771576,True
513,0.17286298828339758,True
514,0.00570908448960053,False
515,0.08840716735791682,True
516,0.421447806456439,True
517,0.3578292969060952,True
518,-0.011788811199637761,False
519,0.25743307635730645,True
520,0.4204467808429473,True
521,-0.18475132028034294,False
522,0.36844004809498376,True
523,0.06694406026353833,True
524,0.37524966714828983,True
525,0.041785210864370786,True
526,-0.21862052516612976,False
527,-0.17428560947079066,False
528,0.2446212366653455,True
529,0.29753062543037045,True
530,0.006520843723897857,False
531,0.3922481146943435,True
532,-0.18278001556723997,False
533,0.21608005033817085,True
534,-0.07015404994061417,False
535,0.06964097304946021,True
536,0.24444966782910352,True
537,0.0174966586790119,True
538,0.13646111394254368,True
539,0.48417320230361016,True
540,0.08837703261921281,True
541,0.44152302801628546,True
542,-0.049826713664404526,False
543,0.3650510444788207,True
544,0.5929921551644751,True
545,-0.3853111250318223,False
546,0.0333761861323808,True
547,0.376868031795135,True
548,0.18183865348925182,True
549,0.3253864683428272,True
550,0.08160370332104486,True
551,0.254247446868225,True
552,0.19368069115198014,True
553,0.5245455154149519,True
554,0.29620521082530327,True
555,0.3170006655188006,True
556,0.12963075846938316,True
557,0.11069844398187662,True
558,0.12446045304509477,True
559,0.3312130355945742,True
560,0.12735387979493426,True
561,0.30504371422410326,True
562,0.7514501996613597,True
563,0.4503811758579231,True
564,0.1510941169580397,True
565,0.5329034805409862,True
566,0.13058115674461215,True
567,-0.27693113379446344,False
568,-0.01942157772935102,False
569,-0.23509798025646392,False
570,0.14472162898967283,True
571,0.23720459479738792,True
572,0.6517093280688206,True
573,0.31433184344104065,True
574,0.17782486779778395,True
575,0.4399513952958723,True
576,-0.32018382725197125,False
577,0.2915036395271415,True
578,0.4253162984717417,True
579,-0.13704656144496039,False
580,0.5185385108017323,True
581,0.3172241018736035,True
582,0.12877802152479967,True
583,0.3907954665265712,True
584,0.800273214451099,True
585,0.2780665637646238,True
586,0.294655146575084,True
587,0.11775977511493897,True
588,0.02013890763380205,True
589,0.4401839541360614,True
590,0.018579043522783195,True
591,0.2504915593048481,True
592,0.11318563830872083,True
593,0.35234495643659797,True
594,0.3160155263217371,True
595,0.4919849860644748,True
596,0.10509590028631324,True
597,0.1651312661766572,True
598,-0.01209092894557684,False
599,0.1215266849809721,True
600,0.32692512326121304,True
601,0.421847154161338,True
602,0.0020586689555936455,False
603,0.45000148002641505,True
604,0.5715094647012378,True
605,0.33595872580592523,True
606,0.7017989531395165,True
607,0.039152700224106746,True
608,-0.07856367582785426,False
609,-0.21208006222606965,False
610,0.6066110778722957,True
611,0.39619141408851444,True
612,0.21870383227238624,True
613,0.3025921565799551,True
614,-0.048772261824594126,False
615,0.8440379949042066,True
616,0.26490529549380687,True
617,0.2599486986512232,True
618,0.414041655974673,True
619,0.3528523079341783,True
620,0.28857100606978286,True
621,0.03498138613867202,True
622,0.35046708928399894,True
623,0.7031061241187584,True
624,0.5689550115387444,True
625,0.6308966566598493,True
626,0.10479608089220371,True
627,-0.014801205064645218,False
628,0.20115326997508798,True
629,0.24653122807217365,True
630,0.5061478796177371,True
631,-0.19051615742870484,False
632,0.6149875798651534,True
633,0.19309802535525264,True
634,0.125879732513145,True
635,-0.020426093815041874,False
636,-0.18111416796644234,False
637,0.43839264599047867,True
638,0.250929491797101,True
639,-0.08989022493526347,False
640,-0.09116969301590402,False
641,0.14865382517746795,True
642,0.6498553813223482,True
643,0.1677021621590988,True
644,-0.14318573827952655,False
645,0.17116423397851394,True
646,0.16441910756308237,True
647,-0.4416216607353929,False
648,0.21902628337054694,True
649,0.17486636744783052,True
650,0.4066515912033546,True
651,0.6948390237363363,True
652,0.5142412573869394,True
653,0.16537782736129236,True
654,-0.044031477185417583,False
655,0.8759399508124651,True
656,0.24740460850362206,True
657,0.23608232297823656,True
658,0.22656872822249918,True
659,0.28212119019196374,True
660,0.1965098970190144,True
661,0.08918449827994093,True
662,0.09588526468990197,True
663,0.2244116824460004,True
664,0.09674380721655876,True
665,0.05438855433070891,True
666,0.2592075569229742,True
667,0.1688556956447862,True
668,0.6085982471456721,True
669,-0.43014245209825297,False
670,0.5054767129806155,True
671,0.5441212981244072,True
672,-0.28574755810203734,False
673,0.1469281014799128,True
674,0.13973978350105215,True
675,-0.1192779236794553,False
676,0.038145828102281176,True
677,-0.04504396136645719,False
678,0.6706676108559056,True
679,0.4665195982868653,True
680,0.5504887737485397,True
681,0.4130180160108088,True
682,-0.0496629428043073,False
683,0.10146993343005659,True
684,0.3549436403069795,True
685,-0.07293195222298635,False
686,0.410849607543097,True
687,0.17251865046046624,True
688,0.13889479811260064,True
689,0.4103399920508729,True
690,0.34366582787150995,True
691,0.14235845854523002,True
692,0.522432450841062,True
693,-0.03766583189997433,False
694,0.38658390173606594,True
695,0.38087531449209594,True
696,0.15521339017150243,True
697,0.3141332555605295,True
698,-0.08017839409632574,False
699,0.46360675480172525,True
700,0.18637446588925274,True
701,0.10191924487024012,True
702,0.4948523064592223,True
703,0.05651407736431019,True
704,-0.11951532409088991,False
705,-0.15655729338097593,False
706,0.3841024878364099,True
707,-0.08750733812407077,False
708,0.6712985454960911,True
709,-0.2878823519709305,False
710,0.6567140920725095,True
711,0.2853543668006546,True
712,0.2084217220324019,True
713,0.09637022829776257,True
714,0.33238402858801774,True
715,0.22319132439378792,True
716,0.5084254705041303,True
717,0.2611569121655099,True
718,0.2701754403654694,True
719,0.14169694694653603,True
720,0.21836359406973313,True
721,0.3095504422230148,True
722,-0.1949420981641564,False
723,-0.10444635552642825,False
724,0.41841602350567875,True
725,0.27531635953198547,True
726,0.1866041659118302,True
727,0.2372084832663483,True
728,0.3194954263404178,True
729,0.09766007992265963,True
730,0.03802381864942184,True
731,0.2815613137744204,True
732,-0.011993194403758012,False
733,0.33466318892861796,True
734,-0.1930459010594601,False
735,0.48988890933141094,True
736,0.3507493706032607,True
737,0.2966074335784689,True
738,0.4782727459863785,True
739,0.6489686111156442,True
740,0.48619251625453264,True
741,-0.22761855783291132,False
742,-0.08729424168392538,False
743,0.07639535557608029,True
744,0.23912276255270845,True
745,0.36201475511728076,True
746,0.051164046711633604,True
747,0.2792916911192696,True
748,0.043754266911669365,True
749,0.07972054925201294,True
750,-0.11906527421205557,False
751,0.001791688472273928,False
752,-0.10532115140408341,False
753,-0.011368313244333184,False
754,0.4960104491519599,True
755,-0.0047497222079857515,False
756,0.8906955162093477,True
757,0.35592947522022234,True
758,0.27880903092371845,True
759,0.01801055495469661,True
760,0.40767746985224784,True
761,0.08869054344055652,True
762,0.2631024536613404,True
763,0.8726211345671987,True
764,0.20858502506883753,True
765,0.519918331571419,True
766,0.05680589371852815,True
767,0.22385287737575957,True
768,0.6753001589088775,True
769,0.07585823555305815,True
770,0.6857121394992322,True
771,0.40953798386386886,True
772,0.09198330602643309,True
773,0.39070193476388027,True
774,0.47573861240668247,True
775,0.38805249055429913,True
776,-0.1599561799726141,False
777,0.050815706043782854,True
778,0.1707203411121238,True
779,0.21399164272498844,True
780,0.3877680243876695,True
781,0.2770252502333135,True
782,-0.10123608967752531,False
783,0.3276494627514908,True
784,0.3852464363209558,True
785,0.37254761198276,True
786,0.5027951813886554,True
787,0.441080538637226,True
788,0.3473950198071092,True
789,0.21505857213533824,True
790,-0.18264023337899785,False
791,0.34000455478314645,True
792,0.2845219217907778,True
793,0.30049470929884337,True
794,-0.08658714395507736,False
795,-0.03766413510206559,False
796,0.49588821333322586,True
797,0.22271121153583623,True
798,0.4029751743431561,True
799,0.2396795940326153,True
800,0.2400390348739363,True
801,0.46717095149399945,True
802,0.10358881794565653,True
803,0.25663019423524586,True
804,0.11703117782373938,True
805,0.1239759431419211,True
806,0.15530696913284014,True
807,0.28813344290842824,True
808,0.11291284458413067,True
809,0.5465390313933802,True
810,0.008948174445124024,False
811,0.18588208895966024,True
812,0.12266723543145627,True
813,0.5943444710884332,True
814,0.28173869412789365,True
815,0.4905611348671587,True
816,-0.138790093259243,False
817,0.29936256646731474,True
818,0.45500769890585924,True
819,0.25317099731885606,True
820,0.49897009376633783,True
821,0.10327788747490696,True
822,0.584936860046395,True
823,0.8073245309048126,True
824,0.14189035989008525,True
825,0.12122436964980705,True
826,0.5959461192794252,True
827,0.6274930364326781,True
828,0.10188499321168293,True
829,0.1275532957260357,True
830,0.16215384778487318,True
831,-0.10351262775856926,False
832,0.0029370133789504427,False
833,-0.018435191688016966,False
834,0.04065060872396789,True
835,0.2239287781533047,True
836,0.2911536831341302,True
837,0.6202251232035192,True
838,-0.01698851018469774,False
839,0.47868059961914594,True
840,0.17910278894362275,True
841,0.22023407258689176,True
842,0.40130487304165097,True
843,-0.04808050539057465,False
844,0.32820243654601267,True
845,0.274213052053264,True
846,0.3557128160020373,True
847,0.30489216097695454,True
848,0.8464250349777236,True
849,0.07316500393717101,True
850,0.09985076124954559,True
851,0.07681486839380891,True
852,0.09373072020993634,True
853,0.07325321817337058,True
854,0.529854132776888,True
855,0.5877260619974637,True
856,0.08991342656263093,True
857,0.024511106723942827,True
858,0.350453889096601,True
859,0.09454423892975719,True
860,0.39083295443887767,True
861,0.2833307552128249,True
862,-0.14633602874930798,False
863,0.6194763003325154,True
864,0.6815694182738804,True
865,0.07940282737890345,True
866,0.13567461001600395,True
867,0.30406634768122626,True
868,0.3162141974967563,True
869,0.3972360681682076,True
870,0.7351511346915874,True
871,0.18836319312648764,True
872,0.033025688865386565,True
873,-0.1122298070036318,False
874,0.04986749001452023,True
875,0.22431825678155073,True
876,0.681239465879447,True
877,0.10319717524095715,True
878,0.2885469879097246,True
879,0.228494275981812,True
880,0.529698318362021,True
881,0.8643331064684054,True
882,0.09988280676991984,True
883,0.11024013937044447,True
884,0.493640219267268,True
885,0.40307287240657785,True
886,0.6942768314340084,True
887,0.37858204633149095,True
888,0.14277697730323513,True
889,0.3802637076730773,True
890,0.509775895145727,True
891,0.437720545299341,True
892,0.35941850777682444,True
893,0.49926867239728845,True
894,0.5249238976114182,True
895,0.5781397477593818,True
896,0.39477747189741064,True
897,0.1908204799207864,True
898,0.2692784216083307,True
899,0.5342272416270892,True
900,0.028366082253190983,True
901,0.3247683272182253,True
902,0.13426529691815983,True
903,0.23978620573370438,True
904,0.5522129656518246,True
905,0.2803747670049758,True
906,0.2442091370390372,True
907,-0.10736403524497981,False
908,0.41916339150680515,True
909,0.39397104528526883,True
910,0.7734136808263651,True
911,0.1556554412617498,True
912,0.28738758191598474,True
913,0.2949459209276888,True
914,0.6269633199408686,True
915,0.20877611690326198,True
916,0.3023553814425848,True
917,0.38457412742913477,True
918,0.27925228078908954,True
919,0.12099159636236793,True
920,0.2811224982245769,True
921,0.501007937464943,True
922,-0.024028824852765057,False
923,0.26584241853671897,True
924,0.057569796265206696,True
925,0.5313616572312106,True
926,-0.14819672619594368,False
927,0.09286953818210292,True
928,0.32690296876613023,True
929,0.6239810073085851,True
930,0.21616243473175306,True
931,0.0938001183267004,True
932,0.7028892673601476,True
933,-0.129403475104061,False
934,-0.31710148915502046,False
935,0.3426036125133331,True
936,0.10708644391184721,True
937,-0.022708204282678307,False
938,0.40968911182483836,True
939,0.29355017844279974,True
940,0.09158034231581791,True
941,-0.0874760996677236,False
942,0.4507143320700362,True
943,0.3951502944896652,True
944,0.20780603405515427,True
945,0.6942592490119165,True
946,-0.03492119158153814,False
947,-0.1487812927311847,False
948,0.059622982529688895,True
949,0.22120349591112554,True
950,0.29343486233067295,True
951,0.17229098553591754,True
952,0.3206138491285742,True
953,-0.08028485604761101,False
954,0.5935411510183148,True
955,0.2120622054018578,True
956,0.5119239578970319,True
957,0.31828133659442603,True
958,0.34678830478844597,True
959,0.375041820058051,True
960,0.3445271400043287,True
961,0.393280689966886,True
962,0.5648881325331079,True
963,0.2817302924253675,True
964,0.4098509393971281,True
965,0.21016607642819332,True
966,0.5926293038623682,True
967,0.06350192448518258,True
968,0.6828351082277039,True
969,0.22256051233891416,True
970,-0.12509377552951204,False
971,0.26462610372769735,True
972,0.06233708563127979,True
973,0.442760887247181,True
974,0.06944400517440227,True
975,0.12105414169630507,True
976,-0.23978518273638275,False
977,0.11952342018773082,True
978,-0.37336983165723914,False
979,-0.16337570587143083,False
980,0.42270366403607434,True
981,0.42905003966270805,True
982,0.33896439044624116,True
983,-0.009144035782303245,False
984,0.22067216096450504,True
985,0.2316993652273579,True
986,-0.05699117229813569,False
987,0.6084495754417877,True
988,0.45194057264391785,True
989,0.17735895654258402,True
990,0.2393214597486327,True
991,0.2846957019868881,True
992,-0.27783371710607263,False
993,0.17080565436985076,True
994,0.06210393800055036,True
995,-0.017805002473728876,False
996,0.1623249267785113,True
997,0.6820216317123806,True
998,0.3928107153167525,True
999,0.0898052525543008,True
1000,0.3757456953390397,True
1001,0.5824388591465005,True
1002,0.4637584207281922,True
1003,0.24750759248004353,True
1004,0.07086580557360653,True
1005,0.4071558284033975,True
1006,0.3309713463554374,True
1007,0.45639830500693307,True
1008,0.3913929504204924,True
1009,0.4949881788298338,True
1010,0.09879119710985801,True
1011,0.5619485164085815,True
1012,0.2819999011730999,True
1013,0.7514152181563164,True
1014,0.060303045477608036,True
1015,0.6665909507913124,True
1016,0.28207769586566195,True
1017,0.06974549909638791,True
1018,0.11162854148641961,True
1019,0.15251317295141997,True
1020,0.3386414866004791,True
1021,0.3633088720088749,True
1022,0.08917499901535525,True
1023,0.2265113519347543,True
1024,0.7681675896529659,True
1025,0.6644857925251778,True
1026,0.34168091741850803,True
1027,0.24210086954205007,True
1028,0.2626078316795653,True
1029,0.38597949318260416,True
1030,-0.023098141299601388,False
1031,0.16825586564416373,True
1032,-0.18454601846939736,False
1033,0.3324057806513198,True
1034,0.39439898492568526,True
1035,0.1118033844251565,True
1036,0.6260966908225082,True
1037,-0.07384141575058531,False
1038,-0.13349372005245505,False
1039,0.288712954639993,True
1040,0.49437457565303866,True
1041,0.6535819228644671,True
1042,0.117878934282765,True
1043,0.5022702083578239,True
1044,0.2229728826248232,True
1045,0.1894431750147951,True
1046,0.4535149843716681,True
1047,0.39568071960335494,True
1048,-0.16149803924606235,False
1049,0.601735087431474,True
1050,0.5776228385368629,True
1051,0.07620932462261765,True
1052,0.33155088335935223,True
1053,0.3561075465706847,True
1054,0.2977684414559768,True
1055,0.09502371153864497,True
1056,0.06469415801548711,True
1057,0.2262114822521387,True
1058,0.5257822548148412,True
1059,0.3685000386486081,True
1060,0.13994641697847351,True
